"date","btc_close","eth_close","btc_ret","eth_ret","btc_close_cg","btc_mcap_cg","btc_volume_cg","eth_close_cg","eth_mcap_cg","eth_volume_cg","btc_volume_yf","eth_volume_yf","price_source","in_sample"
2024-04-06,68896.109375,3354.18383789062,0.0154824963625639,0.0105795137842222,NA,NA,NA,NA,NA,NA,19967785809,8956926798,"Yahoo Finance",TRUE
2024-04-07,69362.5546875,3453.49462890625,0.00674745536362664,0.0291781808501277,NA,NA,NA,NA,NA,NA,21204930369,9931108526,"Yahoo Finance",TRUE
2024-04-08,71631.359375,3695.29272460938,0.0321857940970212,0.0676731187933672,NA,NA,NA,NA,NA,NA,37261432669,19055143129,"Yahoo Finance",TRUE
2024-04-09,69139.015625,3505.16333007812,-0.0354137612037881,-0.0528226545108659,NA,NA,NA,NA,NA,NA,36426900409,18279773833,"Yahoo Finance",TRUE
2024-04-10,70587.8828125,3543.73706054688,0.0207393012425356,0.0109447185752458,NA,NA,NA,NA,NA,NA,38318601774,16872482726,"Yahoo Finance",TRUE
2024-04-11,70060.609375,3505.24780273438,-0.00749778258451173,-0.0109206193734579,NA,NA,NA,NA,NA,NA,30153382941,14076734489,"Yahoo Finance",TRUE
2024-04-12,67195.8671875,3243.03491210938,-0.0417489701814358,-0.0777516251273092,NA,NA,NA,NA,NA,NA,44129299406,22104869556,"Yahoo Finance",TRUE
2024-04-13,63821.47265625,3004.900390625,-0.0515220497152349,-0.0762651730824633,NA,NA,NA,NA,NA,NA,52869738185,29930408174,"Yahoo Finance",TRUE
2024-04-14,65738.7265625,3156.94189453125,0.0295985014949594,0.0493593845673104,NA,NA,NA,NA,NA,NA,49084320047,25486284994,"Yahoo Finance",TRUE
2024-04-15,63426.2109375,3101.60034179688,-0.0358109994965083,-0.0176855865517869,NA,NA,NA,NA,NA,NA,43595917654,21925843181,"Yahoo Finance",TRUE
2024-04-16,63811.86328125,3084.92016601562,0.0060619201772294,-0.00539243866711914,NA,NA,NA,NA,NA,NA,42847528078,19441391169,"Yahoo Finance",TRUE
2024-04-17,61276.69140625,2984.7275390625,-0.0405395853499453,-0.033017312925022,NA,NA,NA,NA,NA,NA,41915247049,17711869375,"Yahoo Finance",TRUE
2024-04-18,63512.75390625,3066.02758789062,0.0358412020861465,0.0268743124339057,NA,NA,NA,NA,NA,NA,36006307335,15183777035,"Yahoo Finance",TRUE
2024-04-19,63843.5703125,3059.27856445312,0.00519514287691258,-0.00220365349936635,NA,NA,NA,NA,NA,NA,49920425401,20399982867,"Yahoo Finance",TRUE
2024-04-20,64994.44140625,3157.62719726562,0.0178658718865048,0.0316417336836068,NA,NA,NA,NA,NA,NA,23097485495,9918642130,"Yahoo Finance",TRUE
2024-04-21,64926.64453125,3147.28857421875,-0.00104366247656706,-0.00327954652780349,NA,NA,NA,NA,NA,NA,20506644853,9394387894,"Yahoo Finance",TRUE
2024-04-22,66837.6796875,3201.65209960938,0.0290089017592763,0.0171256456334064,NA,NA,NA,NA,NA,NA,28282686673,12063858733,"Yahoo Finance",TRUE
2024-04-23,66407.2734375,3219.91162109375,-0.00646039848991542,0.00568695460798629,NA,NA,NA,NA,NA,NA,24310975583,11054442653,"Yahoo Finance",TRUE
2024-04-24,64276.8984375,3139.80517578125,-0.032606301316271,-0.0251931602486533,NA,NA,NA,NA,NA,NA,30276655120,14000234760,"Yahoo Finance",TRUE
2024-04-25,64481.70703125,3156.50952148438,0.00318128276919083,0.0053060832242906,NA,NA,NA,NA,NA,NA,32155786816,13989030260,"Yahoo Finance",TRUE
2024-04-26,63755.3203125,3130.16479492188,-0.0113289352190158,-0.00838118198910998,NA,NA,NA,NA,NA,NA,24139372950,10622333862,"Yahoo Finance",TRUE
2024-04-27,63419.140625,3252.16821289062,-0.00528691795635616,0.0382362630280717,NA,NA,NA,NA,NA,NA,19530783039,11820785577,"Yahoo Finance",TRUE
2024-04-28,63113.23046875,3262.77465820312,-0.004835296290155,0.00325603919879924,NA,NA,NA,NA,NA,NA,17334827993,11379192678,"Yahoo Finance",TRUE
2024-04-29,63841.12109375,3215.42895507812,0.0114670917875568,-0.014617183696819,NA,NA,NA,NA,NA,NA,26635912073,15032246816,"Yahoo Finance",TRUE
2024-04-30,60636.85546875,3012.28686523438,-0.051494629716542,-0.0652612256467311,NA,NA,NA,NA,NA,NA,37840840057,18266894653,"Yahoo Finance",TRUE
